gene,培養時間,glk,agp,yihX,pgm,ptsG,malx,crr,galM,yihR,yeaD,pgi,ascF,chbF,ascB,bglA,bglB,yggF,glpX,fbp,pfkB,pfkA,fbaB,fbaA,tpiA,gapA,pgk,gpmA,ytjc,gpmM,eno,pykF,pykA,ppsA
163,19 h 55 min,28.94942665,27.9270649,27.88930511,29.91632652,27.89429283,30.90392494,25.91460037,29.93481255,31.91118431,29.91752243,26.91358757,31.90962219,34.92943573,30.91277885,31.9274559,32.95798492,32.93267822,29.90352631,28.93493271,30.96367455,27.8951664,25.90397072,27.94876671,29.92911339,26.93531036,26.93366051,26.94122887,29.92964745,30.91401863,26.93614388,26.93888092,28.94388962,30.97198296
164,21 h,29.92139816,29.92988777,28.88243103,29.90850449,28.90955544,30.9294529,27.9444828,30.92798615,30.92572403,30.91495895,27.90898705,31.91606522,31.92036629,30.91302299,31.93175125,31.92198944,31.92451096,29.9028759,29.94366074,31.96687889,28.86988258,27.92455101,28.93204308,29.91032219,27.94047928,27.92887688,27.94208527,30.92952156,29.91571045,28.92439651,26.91680336,30.93808365,29.93091965
165,21 h 10 min,29.92759132,29.93481445,27.90633965,28.89681816,26.88643265,27.9753437,27.93361092,29.92080116,30.91202164,29.9094429,27.91097641,29.90838242,31.91141319,30.93421173,31.92862129,31.92976189,29.9177475,28.86351776,29.92592621,31.95487022,28.85249901,27.92843819,28.92397308,30.91769028,28.91218185,27.93232155,27.93728638,29.92518425,29.93183136,27.93590546,28.92938805,29.91007996,29.92449379
166,21 h 20 min,26.93831825,26.94802284,27.92202377,28.91469955,26.90763664,29.9325695,23.93496895,27.94130898,30.92311287,28.90261078,24.91215324,30.92817116,31.91704178,29.92873192,30.93543816,31.9294796,30.93043327,28.87429047,26.93955803,27.96448135,25.87649345,23.92080116,25.92312241,27.92387199,25.92248154,24.91797066,24.93053436,27.92460632,28.89695168,24.92124748,24.93614388,27.93651009,26.93445969
167,21 h 30 min,28.9023571,28.91934776,28.87806129,30.94131088,28.88359261,31.93273163,26.93082428,29.93640327,29.88427353,29.89095497,27.90299606,31.92661476,31.91087341,30.91980743,31.93166351,31.93329048,30.9299221,28.89616585,29.9443264,28.95526123,27.93496704,26.9061718,27.92744637,29.90358353,27.93169403,27.93863297,27.92438698,30.93205833,29.9016819,26.9232235,27.93561935,29.91827965,29.9314785
168,21 h 40 min,29.91849327,29.92448997,28.89319229,29.91889572,27.90544319,30.92874146,27.93632507,31.93849373,33.91801834,29.90286064,28.91051102,31.93281746,32.9090271,31.92320061,32.92227936,32.92511749,31.90558624,29.87874794,30.95442963,31.96013451,28.90453529,27.91086006,29.95337296,30.93343163,27.92943573,27.93313789,27.93358994,31.9374485,31.8968277,27.93540955,28.93719673,30.93386269,29.92129898
169,21 h 50 min,29.92009926,29.92553902,28.89237595,29.88946915,27.89466667,30.91805458,27.93128967,31.93210983,32.92858505,30.93228149,28.91260147,32.90908051,33.9270134,30.93154716,31.93316269,34.9385376,32.91611481,30.92635155,30.95212555,31.95508575,29.91944885,27.91314697,29.94266891,30.93157959,28.92700005,28.93403816,28.93702507,31.9432869,31.91073418,27.9345932,28.93066978,30.91461945,30.92731667
170,22 h,29.94522667,28.936203,27.89235497,29.9044838,28.90733337,30.90245056,26.92888641,30.92176437,32.92146683,30.90976715,27.91292572,31.92098808,33.93342972,29.94019127,32.93541718,33.9305191,31.92594337,30.88382339,28.93093109,30.94229317,28.93983269,26.91738319,28.95152664,30.92832565,27.92655754,27.9269104,27.93595505,31.94083214,31.91873741,27.93652344,27.93587112,30.92557144,29.93423462
171,22 h 10 min,28.93628502,29.94933891,28.88333321,29.89461327,27.89581108,29.89889526,26.93569565,30.9177475,33.92975235,30.90911674,27.91416168,32.902771,34.93140411,28.92418671,32.92245483,34.95297241,33.9052124,29.88147736,29.93408203,31.97917747,28.90591049,26.92098618,28.93711662,29.90888214,28.93967819,27.92213821,27.93835068,31.95264626,29.91508484,27.92779732,28.95511055,30.92922974,29.93081856
172,14 h 20 min,27.94086456,26.93845367,26.90379143,27.92682076,26.91318703,28.94986343,25.92824745,28.94649315,28.93442726,27.92037201,26.909935,28.93609047,28.92833328,27.93736076,28.93717575,28.94154549,28.93330002,27.89754677,26.91794014,28.9583416,26.88664055,24.91753578,25.92876244,27.93055534,25.92576408,25.91278267,25.92599869,27.93374252,28.91538239,25.92154503,25.92736435,27.93469238,26.92850876
173,14 h 30 min,27.92845726,27.9327755,25.89035797,26.91831398,25.89702988,28.93227577,25.92409515,28.93567276,29.9050808,28.92154503,26.9098568,28.92494774,30.93450356,27.91641045,29.92267799,29.92980385,29.9206295,28.89652824,27.9190712,30.97582626,26.87777901,24.90420723,26.94392395,27.90735626,26.94056702,26.93830109,26.93636703,28.9376564,28.94574738,26.94654465,26.94284821,27.92835999,27.93327141
174,17 h 35 min,25.9401226,24.94618034,25.92283821,26.94559669,24.90767479,28.94550705,22.92839813,25.93483353,29.92553139,26.91462326,23.91840553,28.93196678,29.91974831,27.92952919,27.93163681,29.93330002,28.92830276,26.90358925,25.94205093,26.96274567,24.86933708,21.91092873,23.96020508,25.92344666,23.9386692,22.91910744,22.92811203,26.92894363,26.91221046,24.93719673,22.92915916,25.93711281,24.92624092
175,17 h 50 min,25.93247986,24.94001961,25.92703056,26.93331909,25.90738678,28.9294796,22.94204521,25.94190788,29.92433167,27.92798424,23.93155479,29.93214226,30.93608093,27.92396927,28.93926239,30.94521332,28.92726707,26.92667007,25.93144608,26.95998955,24.89809418,21.91309738,23.92949486,26.94137573,23.92538834,22.9150238,23.93782806,26.92148399,25.91743088,24.94198227,23.94232368,25.9333992,25.94709206
176,18 h,25.92734337,24.94714928,24.91161346,26.9127655,24.90454292,27.90936852,23.93997955,25.93267441,28.93346214,27.93952942,24.93271255,28.92867279,28.93179703,27.94417191,27.94464684,29.9411335,28.93074226,26.90657425,25.92527199,26.94251442,24.94670677,22.91426659,23.93013191,26.92502975,23.9308033,23.92281342,23.93358612,26.92940521,26.91911697,23.92657089,23.92948532,25.94215584,25.9461956
177,18 h 10 min,26.94138718,25.93984222,24.91362,26.92763138,25.91296196,29.93326187,23.92329025,27.94468307,31.93507004,28.92445374,24.91349792,29.93441772,31.93165398,27.91864395,29.94102287,31.95232773,30.92429924,28.8936348,26.94259262,27.96315002,24.88404655,23.9177475,24.95643616,27.92850304,27.98069572,24.93161774,24.94226837,27.93804741,28.91931725,24.93132591,24.93791962,26.94940758,25.93221855
178,18 h 20 min,25.92810822,25.93748474,25.92774582,26.92250443,24.8858242,28.90638351,23.93516731,26.93219376,29.91831207,27.92078209,24.90828323,29.92575264,27.92974091,27.93029594,28.92960548,31.93391991,29.92340279,27.89876938,26.9250164,27.97282028,25.87667847,22.91594124,24.9419899,26.9230175,23.92949104,23.92127991,24.95108986,26.92552948,27.93839073,24.9332695,23.93824959,26.9399929,25.92979622
179,18 h 30 min,25.93043137,24.93872261,25.91392899,26.93384171,25.89554024,29.92485046,23.93493843,26.94012451,30.9132061,28.93126297,24.91899681,29.91507339,31.94925499,27.91653252,29.93699837,31.95247841,30.93183899,27.9149971,26.93146515,27.96770096,24.93374062,22.92601395,24.95705986,26.91964722,24.9417572,23.91734886,23.92795944,27.9384861,27.92931175,24.93170929,23.93136024,25.93408585,25.93383026
180,18 h 35 min,25.93077278,24.9363327,24.91525841,25.94075203,24.90345955,28.9243145,23.95059776,26.93460655,29.91200256,27.92186165,24.9258728,27.92023468,30.92144203,27.92926407,26.93969536,30.92457199,29.9311657,27.8999157,26.93237305,26.95696449,24.90306854,22.91533661,23.93848801,26.91545486,23.93721581,23.94838715,23.9407692,26.91886902,27.91439629,23.93831444,23.94698143,25.93999481,25.93709373
181,18 h 55 min,26.94480896,25.93969917,25.91093826,26.98214722,25.89853477,29.93363571,24.95105362,27.9296608,30.91704559,27.90895081,24.90987778,29.92078781,31.91942787,28.94033432,28.93816948,30.93099594,30.91806793,28.89875793,26.91391182,27.94692039,25.90021896,22.91436577,25.94820023,27.91326523,24.93428612,24.92897797,24.93581581,27.93014145,28.92255402,23.93299484,24.93642998,26.93966866,26.9514122
182,19 h 15 min,26.95061493,25.93850708,26.91924667,27.92655945,25.89860344,28.91115379,23.92938042,27.95010185,31.92756844,27.92049026,24.90152359,29.91890717,31.91927338,27.91849899,29.92814064,30.95036125,29.92476463,27.89860153,26.95035744,27.96949768,25.89267731,23.91807556,25.95898056,26.92259026,24.93242073,24.92930984,24.9352684,27.93647957,28.91357613,24.93849182,24.93971825,26.9370575,26.94576836
183,19 h 25 min,26.95143127,25.93636513,25.92520905,28.94327736,26.9111805,28.93395615,23.92830467,26.93772125,30.92489815,27.92238235,24.92772102,29.93682098,30.92172241,27.93072701,29.93585396,30.93430328,29.92583466,27.90292358,26.92806244,28.96897888,25.8570118,22.905159,25.93695641,26.90948677,24.94033051,24.94490814,24.94647408,27.95983887,27.92656517,24.94098854,24.94928169,26.92914581,26.94041061
184,19 h 35 min,26.94260406,26.94597435,25.90817833,27.93335724,25.89135742,27.93550873,23.93001747,26.93200493,29.93326187,27.92466164,25.91373062,29.9380188,29.92784309,27.93525124,28.93497086,30.94604301,28.91889191,27.88742065,26.93845749,27.95041847,25.87923431,23.91752434,25.95463371,26.91389656,24.93549156,24.93667793,24.93811226,27.95144081,27.90736198,24.94808769,24.9416256,26.92849541,26.95665741
185,19 h 45 min,27.93173409,29.95408249,27.90552902,28.89836311,25.93741608,27.91363335,26.9257431,29.93010712,29.91430855,28.90061569,27.91270256,29.91737175,31.9456749,28.93338585,31.94679451,30.92508507,29.92106056,29.90036774,29.94183159,30.95105934,27.89271355,26.90925407,28.94046211,29.92491722,27.9278965,27.9199543,28.92671394,29.94606972,30.93588257,27.93215179,28.94234276,29.93830299,29.94759369
186,18 h 30 min,26.94969559,25.94337082,26.93307114,27.92552567,25.89829063,27.92296982,23.93959236,27.93476868,32.93671036,28.91696548,24.90050697,30.93655586,33.93445206,27.90802002,30.94365692,32.92995834,31.92357635,28.88850784,26.94571686,27.9540062,25.91426468,23.92645264,25.94393349,27.91996956,24.92241287,24.91368294,23.94340134,28.93225098,28.92297935,24.92012787,24.93625069,26.94733238,26.92142105
187,18 h 40 min,26.92989159,26.94086266,26.89992714,27.92796516,25.90976143,27.93458748,23.92052841,27.93681717,30.92343712,27.92635918,24.91431618,30.92833328,31.93901634,27.93140411,29.92491722,30.93404198,30.93394661,28.90627098,26.91132545,28.98123169,25.92891121,23.91486549,25.95105362,27.92262268,25.94722366,24.92864418,24.9416256,28.9529686,28.92813683,24.93683434,24.93818283,27.94695473,26.92046356
188,18 h 50 min,27.93629456,27.93685913,26.93208885,28.93547821,25.90338135,28.92286301,25.93323135,28.91075897,29.92158699,29.93659401,26.93234825,30.91721153,33.94736099,28.92527008,30.9389534,31.92256165,31.92379951,28.88675499,28.93434334,29.96671677,26.86605072,24.9194355,26.9435463,29.9426384,26.94011307,26.95083046,26.94867325,29.93939209,29.92472076,27.9325161,25.92907333,28.92303085,28.93561554
189,19 h,26.95005989,26.95736885,26.91857147,26.92401123,25.89884758,28.91484833,23.92888641,27.93190575,30.89347458,28.93880272,24.91795921,28.92951012,32.92314911,28.94520187,30.93664742,31.92937088,30.91176987,28.89587402,27.92380333,28.9708004,25.91132164,23.91655922,25.9370594,27.91150475,25.92967987,24.93092728,24.93849945,28.95279694,28.91829109,25.93061829,24.94029999,27.92997932,26.94394875
190,22 h 25 min,27.95491028,26.94257355,25.88992119,26.92386627,24.90776825,27.91690636,23.9283905,27.93579292,29.8964119,27.90914726,25.91510582,27.88792229,31.91083908,27.91542053,29.93238068,31.93296814,29.92745018,27.8718586,27.92109108,28.97290993,25.87804604,23.91581917,25.94865417,28.92901802,25.93235588,24.93128204,24.94334984,28.94067955,28.92560005,25.93785858,25.95078468,27.93629074,26.93229866
191,22 h 35 min,26.9400692,25.93418121,26.90581322,26.90372658,24.90783691,27.91016197,23.9277153,27.93190193,30.91555405,24.93546867,24.92291451,28.90885735,31.93263435,27.92850304,29.93634796,30.94610786,29.92153168,27.89747429,26.94095993,28.9635849,25.89504051,23.9176445,25.92947388,27.92517853,25.93605614,24.92879868,24.94126129,27.93452835,27.93536949,25.93460655,24.94203758,26.94418144,26.93887901
192,22 h 45 min,26.94158936,26.95483017,27.93778992,27.93688202,26.91269302,28.93935394,23.92802048,27.9402771,30.92495346,28.93475342,24.92025757,29.94434738,31.93310165,27.9295845,29.94052124,31.9399929,30.94060516,27.90535545,27.93202209,26.94396782,26.89801407,23.92234802,25.94908524,27.91912079,25.94181633,24.92342186,24.93906975,27.92600441,27.93160439,25.9304409,24.9331398,27.94739151,26.94438553
193,22 h 55 min,27.94301414,26.9541626,26.90639687,27.92566681,26.90857506,26.93728828,24.91630173,27.93027115,27.92070007,27.91619873,24.90065575,28.94642067,28.93530655,27.93459702,25.93118095,27.93568039,27.92726707,27.89733315,26.94351196,29.95822144,26.90330505,24.92020798,26.94257736,26.9375,26.93147659,25.93443298,24.94323349,26.93030167,27.92873573,25.94032669,25.94750786,27.94307518,26.92888069
194,23 h 05 min,27.95230675,26.94696426,27.9265728,28.92935181,26.90260124,28.93827057,24.94781876,28.94029617,30.94109726,28.93102264,24.92716789,29.92945862,30.93040276,27.92894173,30.93768501,30.93562126,30.93775558,28.90175247,27.92968178,28.95903587,26.89538574,24.92142296,26.94138527,27.93372536,25.95719719,25.93597031,24.94324875,27.94001007,28.93798447,25.93794441,25.95043945,27.94223595,27.95251083
195,23 h 15 min,28.93276405,27.94638443,26.88862419,29.9228363,26.90060806,27.93536568,27.92962646,28.9322319,28.93052673,28.90963936,27.93630028,28.93006325,29.93212318,27.94637108,28.93496132,28.92846107,28.93308067,27.90369797,28.95890808,29.95441628,27.87483215,26.91407967,28.9456501,27.92989731,27.93819237,27.92373466,27.94355202,27.93213654,28.90891838,28.92969704,28.93213081,28.9289093,28.92812157
196,23 h 25 min,27.93903351,27.95465088,26.89928436,27.92457581,26.9013443,28.93507957,25.93099785,28.93410301,28.92779541,27.91352272,25.91028023,29.92791939,29.92677116,27.91939926,29.93123817,29.93334198,29.93144608,28.89510727,27.94131851,28.97045708,26.83819008,24.9051075,27.94496918,27.92550087,26.92000771,26.91083908,25.94038773,27.92998505,28.90508461,25.92483902,26.93538094,27.92917252,27.93608856
197,23 h 35 min,26.91874886,26.93200493,26.90096664,29.93973732,26.89975739,27.93125534,24.93036842,28.94577789,30.9127636,27.91942215,25.92082405,29.92811775,31.92834282,28.90990639,29.92374039,29.92589188,29.91042519,28.8769474,28.93929482,27.96227455,25.88680649,23.90073013,26.94861221,27.9313755,25.92759514,24.91428566,24.93018913,28.94309616,27.90672684,24.92826843,25.93824387,27.93436432,26.93362045
198,23 h 45 min,27.93924141,27.94826889,26.89438629,28.91183472,26.90099716,29.9245472,25.93997574,28.92722321,30.92926025,28.90936661,25.91765022,30.91988182,31.92093849,28.91340637,30.92778015,31.92659378,30.93460274,29.89346123,28.92154694,28.95394897,26.88186264,24.90963745,26.92809868,28.91938972,26.93662262,25.91392136,25.9397316,29.94935989,29.8931179,25.93308258,25.93213654,28.92295647,28.93513107
199,23 h 55 min,27.93778801,27.94352341,27.91512108,29.94391441,27.92264366,28.92370033,25.9307518,28.93119621,28.92478943,27.90630531,25.90804863,29.92889214,29.93502617,27.90804291,29.93492317,29.94172478,28.91663551,27.91372681,27.92114258,27.937603,26.88257217,25.91615486,27.93841934,27.91266823,26.93305969,25.92028618,25.92774773,28.93646812,27.88409996,24.93020058,25.92909431,28.93020248,27.9164238
200,13 h 45 min,25.92362022,25.93216705,25.89794922,26.93340874,25.90346146,28.91469765,23.93163681,26.94242477,30.92654037,26.9484005,25.91819382,29.92715073,31.92866516,28.93141556,29.93784332,31.92974472,28.90771675,27.88874245,26.9453125,26.95119286,25.84871674,23.9110508,25.94108772,27.92617798,24.93886757,23.91920662,24.93898392,27.95415115,27.91252708,23.92099953,24.94194794,25.92341423,25.92106247
201,14 h 05 min,25.93354607,24.96113586,23.89039993,25.91580963,23.89181519,27.91906357,22.9432621,25.92533112,29.92437744,26.92479706,23.90937042,28.92097282,30.92354584,27.92746162,28.93396378,30.91672897,28.91238403,26.90956116,25.93548203,24.95152283,23.90953255,21.90508842,23.9303627,26.93644524,23.93917465,22.91159058,22.93448448,26.94311523,26.91550446,23.92758942,22.93108177,24.93300629,24.93418884
202,14 h 10 min,25.93055916,25.9500618,25.91827583,27.93195724,25.91053581,28.91589546,23.93909836,26.93963242,30.92947578,27.92786598,24.91681862,30.93810081,31.93931198,28.9407959,27.93055153,31.92920113,30.92842102,27.9031086,26.93613625,26.95840263,24.91388893,22.90491104,24.93079948,27.93427849,24.93762779,23.92027473,23.9372406,26.93180656,27.91363525,23.9330864,23.93518257,26.94166183,25.92340469
203,14 h 25 min,24.94279861,23.93128777,22.89348221,24.91958237,22.9025631,26.90808868,21.92445183,24.94596863,28.88886642,24.91396523,23.92471123,26.91122055,28.88725471,26.90389633,27.93153381,28.91062355,26.89693069,26.88839531,24.94150543,24.96102333,22.9414444,20.90678787,23.9412117,25.9163456,22.93678665,22.93032074,22.94671059,25.92027092,24.91239548,23.92259789,22.93608665,24.94308472,24.94581795
204,14 h 35 min,24.92806053,24.94100189,24.91558838,26.93886566,24.91452217,27.94036102,22.93119049,25.92932129,28.91255188,26.91987991,23.92465591,28.91708374,29.93138504,26.92682457,27.93765831,28.92232513,28.92035675,26.89300537,25.94099426,25.94631195,23.91097832,22.91333199,24.94455719,25.91221809,23.93328285,23.92601585,23.93762779,26.95783997,26.92404747,23.92540741,23.93929863,25.92937088,24.92665291
205,14 h 50 min,25.92289162,25.9469986,25.91286087,26.94442558,25.90615463,29.94571495,23.93816948,26.95226669,30.91991234,27.92921829,24.9252739,29.93656158,31.93379784,27.91901779,28.92998886,31.93018723,29.9066391,27.88220978,26.93410492,25.94821167,24.88222122,21.90099525,24.93343735,26.91771317,23.92905235,23.92425728,23.93485451,26.94238472,26.89785385,23.9271946,23.9344902,25.94013405,25.93430901
206,22 h 30 min,29.93856812,29.94023514,28.8897419,31.93030739,27.90228462,30.92752075,26.93910027,31.9366703,31.93795776,30.93680191,28.91489029,30.93314362,33.93415451,29.94900894,31.93292236,31.9386673,30.91662216,30.89249992,29.93055153,30.9610405,28.83385658,26.91312599,28.92627525,30.92947578,28.9263649,28.93266106,28.93591309,30.94249344,30.89986038,27.94317245,28.92886162,30.93271637,29.93843079
207,22 h 50 min,29.93896866,30.95322037,29.89243126,31.92660332,29.90085793,30.93353462,27.935606,31.93577194,30.91135597,30.92959595,27.93113136,31.93346024,31.93185616,28.91116333,31.92862129,31.93328667,30.91205788,29.8921032,30.95039177,30.94474983,28.91851616,26.89700127,29.92861557,30.92127609,28.93105507,28.92682266,27.93904495,30.93352509,29.9026432,27.93344307,28.92925262,30.91620064,30.94839096
208,23 h 10 min,28.93366432,28.93845749,28.89778519,30.9121666,28.91137695,30.92971611,26.93344498,30.94038582,30.92400551,29.91309738,27.93623352,31.94841194,31.94338989,29.92638397,31.93578339,31.93899345,30.9181385,28.8913784,29.93237305,29.94678879,28.8758316,26.91952705,29.94723129,29.91203499,28.93740082,27.91960716,26.94528961,30.94032669,29.89976883,26.93756104,27.91805649,30.9363575,28.93394279
209,23 h 20 min,28.94315529,29.93941879,27.90095711,29.90163231,28.90965462,29.9198761,27.95520401,30.93149948,30.9369278,29.92270279,27.93139458,30.9288044,30.91949272,28.92521667,31.92602921,30.92777634,29.92115974,29.88695908,29.93090057,29.93643761,28.91226006,26.9084301,28.93519592,29.92462921,28.92103195,27.9151001,26.92952347,29.93170929,29.91386032,26.93689537,27.91982651,28.93164825,28.91291618
210,23 h 30 min,29.93070602,32.95843124,24.89296341,27.89006805,25.91649628,28.89128685,29.94789886,30.91268349,29.9036274,28.88923264,28.90176582,29.92595291,31.88215828,29.92314148,31.90324783,31.91315651,29.91023827,27.89328575,31.92823029,30.93553543,28.85855865,28.89090157,32.95245743,31.90979195,29.92409706,30.9305954,29.92195511,32.9147644,29.90200043,28.90911674,27.91428375,31.91047287,31.92028046
211,23 h 40 min,29.9419632,30.94029045,27.88477135,30.89561272,27.90358543,30.90015984,27.93266869,30.90891075,31.90420723,29.90844536,28.93156433,31.89347076,33.92528152,29.95349693,31.91629791,33.93347931,30.89053917,30.86429214,30.94018745,30.93682861,29.89128113,26.90262413,29.94561195,31.92745972,29.9511013,28.9144268,28.93815041,31.91830444,31.90372086,27.92744446,28.93109131,30.93220901,30.92687416
212,23 h 50 min,30.95078278,30.93828773,28.89879608,31.90691566,28.90397835,30.92162132,28.94438553,31.92447472,32.9017868,31.92046738,28.9346981,31.91456413,33.92733383,29.91465187,32.93375397,32.92535019,31.92056847,29.86991501,30.91846848,31.95561028,29.93010902,27.89389992,29.92785835,30.90922737,29.92375565,29.93862343,28.93391418,31.92751694,31.91932106,28.92656517,28.92803192,31.9268055,30.92742538
213,24 h,28.94044113,28.95332146,27.87664032,29.91880417,27.89450264,31.9374218,26.94815063,30.93741417,31.91237068,29.91731453,26.92254257,29.91523552,32.93545151,29.92931938,31.91620064,32.92955017,30.88297653,29.88490677,29.93959618,29.95494461,27.93179703,25.90718269,28.9537468,30.93033791,27.92790413,26.91066933,26.93591499,29.92601776,29.92494965,26.9273262,27.9364109,29.93779755,28.94397354
214,3 h 15 min,26.94709206,23.94016838,25.91374779,26.94523811,24.91769218,28.9226799,22.93319702,25.93622398,30.93097115,25.91591263,23.92993736,28.91427231,31.9447155,27.91166496,27.93404007,30.91692352,30.9372921,25.9064064,24.93976974,25.95260048,24.92554092,22.91297913,22.93332291,25.93092346,22.93002892,22.92582703,23.94171333,26.92805481,26.937397,24.93295479,23.93475723,24.93370247,23.94203949
215,3 h 25 min,25.92868805,24.94729805,25.90719223,25.945364,24.92201805,28.9272728,22.93379974,25.93976593,29.90765572,25.92596626,23.93481827,29.92439461,30.92577171,28.94039536,28.94205093,30.9185524,28.90828323,26.88936615,25.95604706,25.96315956,24.89144707,22.91745567,22.94092369,25.91658401,22.9417305,22.93125153,23.94207191,26.93476868,26.90405273,24.92725945,23.93187141,24.93209267,23.94288445
216,4 h 40 min,26.94153595,24.94140244,25.90242577,25.93547821,24.91161156,28.93856239,22.92074585,25.94203949,31.92431068,26.93133926,24.9406662,29.93471146,30.93576431,27.90411758,28.9443512,31.93164825,29.9175396,26.89946365,25.93932152,25.94511795,25.8737545,22.91509628,23.94491005,25.90327454,22.9337635,23.93366432,23.93701363,26.92737007,27.93014336,24.93606949,23.93284035,24.93840218,23.94018364
217,4 h 50 min,26.9418087,25.94036865,25.89429665,25.93475914,25.92212105,28.91102409,23.93561935,26.94104195,31.92517853,26.90940475,24.93728447,30.94418907,30.93324852,28.92760086,29.94219971,31.93160248,30.93152237,27.91653633,26.94627762,26.94551277,25.90443993,23.91991997,23.92907524,26.92158127,23.92461967,23.91683578,23.93388367,27.93576622,26.87167358,23.93327904,24.94024277,25.93103027,23.91529846
218,5 h 40 min,26.92952728,25.94263268,25.88778877,26.93519974,25.9233799,28.92040062,23.92120361,26.9364624,31.92360878,26.92338753,24.94703102,30.92565918,31.94090843,28.91794205,28.93778992,29.93152046,29.92207146,27.91388702,26.95960808,25.94147873,25.9205513,22.92273903,23.94273758,26.91765976,23.9385643,23.92168427,23.92856789,27.93032455,27.92912865,23.92633629,24.95014381,25.93552589,24.95049286
219,6 h 10 min,25.92258453,24.94448853,25.91700935,25.92983055,24.91638565,28.93227196,22.9228363,25.93065643,31.92915726,25.91252327,24.95066452,29.93364334,30.92780685,27.91879272,28.9317112,31.9355793,29.91908073,26.89681816,25.95111656,25.94114494,24.9075489,22.9131012,23.94395828,25.91272354,22.93152428,22.92293549,23.94290161,26.93062401,26.9342289,23.93037415,23.92865753,24.93855667,23.94036102
220,6 h 20 min,26.93093872,25.95970535,25.92769241,25.92754936,24.91985512,28.92575836,23.93839455,26.93610573,31.91859818,26.91692543,24.94085312,29.93552399,31.9288311,27.91586304,28.93580627,31.9258709,29.93785667,26.89946365,25.93317223,25.95111847,24.92067146,22.90899658,23.92910576,25.92851639,22.9335556,23.92586708,23.93347359,26.92701721,27.93275261,23.92952156,23.93303299,25.94618797,23.92067337
221,6 h 30 min,26.92938423,24.93822861,25.92053413,25.94252205,24.92163277,28.93392944,22.92651558,25.94636917,29.90937424,25.89737511,23.93662643,29.94296074,29.92409515,27.90167427,26.91531944,30.89746857,29.91786385,25.89207268,24.93960381,24.91731834,23.87673187,21.88194084,22.91477776,24.9072876,22.91746712,22.92495918,22.91328812,25.91011238,25.88059235,23.91642189,23.91590691,23.9023056,22.91379356
222,6 h 40 min,30.91090775,31.93207932,29.92631531,30.90740776,29.90691948,30.90577888,30.92212105,32.91640472,31.91488266,31.91361046,32.94277954,33.9151268,33.91581726,28.90884399,31.90571976,32.89268875,30.89522552,29.88855362,32.96129608,32.93148804,29.86341286,29.90578842,33.92540741,32.89533615,30.90740395,29.90830612,30.90679741,34.92152023,30.87672806,30.89148903,28.89244461,31.90151787,32.91879654
223,6 h 50 min,26.93387222,25.95861435,25.90240479,25.93266869,24.91214752,28.91653633,23.93525314,26.94419479,31.92634964,26.9332962,24.94721222,29.92533493,30.93256187,28.9271431,28.93112183,31.9240551,29.91928673,26.90056801,25.93345451,25.94199753,25.8795681,22.89933014,22.92149162,26.93931198,22.92733955,23.92144203,23.93232346,26.93153572,27.93863297,23.92562294,23.92647743,25.93953896,23.92282295
224,7 h,26.92817497,25.9366684,25.89768982,25.92943573,24.9156971,28.92245293,23.9300251,26.93704987,31.92459869,26.91184235,24.92743492,29.91003799,31.93577194,28.91632271,28.9307766,31.9184227,30.92763138,27.8982563,26.96851921,26.95912552,25.89967155,23.91588402,23.92613792,26.92399979,23.94645882,23.92618561,23.9337368,26.92822266,27.92919922,23.9308567,24.93708038,25.93893242,24.95157623
225,7 h 10 min,26.9378109,24.93235779,25.91751862,25.93583488,24.90911102,28.9340744,23.94073105,25.94014359,31.9255352,26.92368507,24.93500328,29.94096947,32.93893433,28.92329979,28.93404961,32.93925476,29.93198395,27.90217209,27.96652985,28.97248077,24.9493885,22.91384506,23.92344093,26.92930984,22.93757439,23.9141407,23.94111824,26.92939758,28.93373871,22.93328476,24.94923019,25.93876457,24.95668602
226,7 h 20 min,26.91085625,25.94746971,24.90148926,26.93336105,24.91106606,28.92433739,23.92354202,26.93743515,30.90678024,26.92255402,24.94490814,29.94491196,31.94303131,27.9119854,27.94141579,31.94557953,29.9388504,26.91559982,25.93013954,26.96123123,25.90001488,22.9121418,23.92074776,25.91868019,22.9226265,23.93675995,23.96109009,25.9240284,26.93906975,24.93563843,23.92963409,25.93861008,24.94996452
227,7 h 30 min,26.93108749,25.94037247,25.91637611,26.93415833,25.90376472,29.94662476,23.94553947,26.94949532,31.91921425,26.91045761,25.94758034,29.93893051,31.92873383,28.93968582,28.93657303,31.93193817,30.9252739,27.89311409,26.97011948,26.96377754,25.90468979,22.8994751,24.93524933,26.94068336,23.94175339,23.92728043,23.9377327,26.93024063,27.9212265,25.93293571,24.9344635,25.93546295,24.9379921
228,10 h 20 min,26.93447113,26.94563866,24.89836311,25.92244148,24.89857864,28.90935326,23.92785835,26.92672729,29.90250397,27.92015076,25.94070625,29.91933441,31.92199516,28.92718887,29.9303894,30.91224861,29.91172409,27.88546944,26.9294548,26.95573235,25.88671494,22.90669823,24.93686295,27.93668365,23.92108345,24.93956375,24.94228745,26.92791748,27.91595078,24.93847466,25.95453262,25.93359375,25.94142342
